"date","confirmed","deaths","tests","positives","recovered","hosp","icu","vent","vaccines"
2020-01-25,4,0,0,0,0,0,0,0,0
2020-01-26,4,0,0,0,0,0,0,0,0
2020-01-27,5,0,0,0,0,0,0,0,0
2020-01-28,5,0,0,0,0,0,0,0,0
2020-01-29,9,0,0,0,0,0,0,0,0
2020-01-30,9,0,0,0,0,0,0,0,0
2020-01-31,9,0,0,0,0,0,0,0,0
2020-02-01,10,0,0,0,0,0,0,0,0
2020-02-02,12,0,0,0,0,0,0,0,0
2020-02-03,12,0,0,0,0,0,0,0,0
2020-02-04,13,0,0,0,0,0,0,0,0
2020-02-05,14,0,0,0,0,0,0,0,0
2020-02-06,15,0,0,0,0,0,0,0,0
2020-02-07,15,0,0,0,0,0,0,0,0
2020-02-08,15,0,0,0,0,0,0,0,0
2020-02-09,15,0,0,0,0,0,0,0,0
2020-02-10,15,0,0,0,0,0,0,0,0
2020-02-11,15,0,0,0,0,0,0,0,0
2020-02-12,15,0,0,0,0,0,0,0,0
2020-02-13,15,0,0,0,0,0,0,0,0
2020-02-14,15,0,0,0,0,0,0,0,0
2020-02-15,15,0,0,0,0,0,0,0,0
2020-02-16,15,0,0,0,0,0,0,0,0
2020-02-17,15,0,0,0,0,0,0,0,0
2020-02-18,15,0,0,0,0,0,0,0,0
2020-02-19,15,0,0,0,0,0,0,0,0
2020-02-20,15,0,0,0,0,0,0,0,0
2020-02-21,19,0,0,0,0,0,0,0,0
2020-02-22,20,0,0,0,0,0,0,0,0
2020-02-23,20,0,0,0,0,0,0,0,0
2020-02-24,20,0,0,0,0,0,0,0,0
2020-02-25,20,0,0,0,0,0,0,0,0
2020-02-26,20,0,0,0,0,0,0,0,0
2020-02-27,23,0,0,0,0,0,0,0,0
2020-02-28,25,0,0,0,0,0,0,0,0
2020-02-29,25,0,0,0,0,0,0,0,0
2020-03-01,28,1,0,28,0,0,0,0,0
2020-03-02,32,1,0,32,0,0,0,0,0
2020-03-03,40,1,0,40,0,0,0,0,0
2020-03-04,51,2,0,51,0,0,0,0,0
2020-03-05,59,2,0,59,0,0,0,0,0
2020-03-06,63,2,0,63,0,0,0,0,0
2020-03-07,73,2,7214,73,0,0,0,0,0
2020-03-08,80,3,8008,80,0,0,0,0,0
2020-03-09,92,3,8371,92,0,0,0,0,0
2020-03-10,112,3,10165,112,0,0,0,0,0
2020-03-11,127,3,10221,127,0,0,0,0,0
2020-03-12,157,3,14856,157,0,0,0,0,0
2020-03-13,198,4,16685,198,0,0,0,0,0
2020-03-14,249,4,20496,249,0,0,0,0,0
2020-03-15,297,6,22567,297,0,0,0,0,0
2020-03-16,376,6,38664,376,0,0,0,0,0
2020-03-17,454,6,44444,454,0,0,0,0,0
2020-03-18,567,7,51000,567,0,0,0,0,0
2020-03-19,709,7,83333,709,28,0,0,0,0
2020-03-20,847,8,91399,847,39,0,0,0,0
2020-03-21,1072,8,100284,1072,51,0,0,0,0
2020-03-22,1352,8,109286,1352,70,0,0,0,0
2020-03-23,1680,8,115643,1680,97,0,0,0,0
2020-03-24,2050,9,123200,2050,113,0,0,0,0
2020-03-25,2430,10,156086,2430,129,0,0,0,0
2020-03-26,2809,14,176505,2809,151,0,0,0,0
2020-03-27,3180,14,192784,3180,204,0,0,0,0
2020-03-28,3640,15,208035,3640,223,0,0,0,0
2020-03-29,3984,17,223514,3984,225,0,0,0,0
2020-03-30,4250,19,231168,4250,291,0,0,0,0
2020-03-31,4561,20,242924,4561,345,32,6,0,0
2020-04-01,4864,21,256953,4864,418,400,76,33,0
2020-04-02,5137,25,266897,5137,572,415,81,32,0
2020-04-03,5362,29,275372,5362,635,410,86,32,0
2020-04-04,5552,31,284891,5552,686,460,92,33,0
2020-04-05,5693,36,297144,5693,788,460,96,33,0
2020-04-06,5799,41,302663,5799,849,458,96,35,0
2020-04-07,5918,49,310700,5918,2549,305,93,37,0
2020-04-08,6023,51,319368,6023,2815,263,87,36,0
2020-04-09,6108,52,330134,6108,2989,262,81,36,0
2020-04-10,6214,55,338346,6214,3142,236,74,38,0
2020-04-11,6302,57,347847,6302,3266,240,80,38,0
2020-04-12,6324,60,353941,6324,3338,239,81,35,0
2020-04-13,6365,62,362136,6365,3494,227,79,46,0
2020-04-14,6414,63,366493,6414,3598,230,80,44,0
2020-04-15,6637,64,371377,6637,3688,214,73,42,0
2020-04-16,6667,64,380003,6667,3747,201,67,38,0
2020-04-17,6714,66,391530,6714,3819,192,60,38,0
2020-04-18,6756,69,406510,6756,4163,184,56,34,0
2020-04-19,6800,71,420996,6800,4230,178,48,33,0
2020-04-20,6813,72,431734,6813,4258,170,49,32,0
2020-04-21,6835,72,439842,6835,4695,167,47,33,0
2020-04-22,6842,75,452441,6842,4935,162,47,31,0
2020-04-23,6850,76,466659,6850,5045,152,46,29,0
2020-04-24,6867,79,482370,6867,5136,139,42,28,0
2020-04-25,6885,81,494257,6885,5373,129,43,28,0
2020-04-26,6904,84,506449,6904,5541,115,43,25,0
2020-04-27,6911,84,517063,6911,5588,113,44,27,0
2020-04-28,6923,85,530679,6923,5630,110,43,27,0
2020-04-29,6936,90,544410,6936,5670,94,38,26,0
2020-04-30,6944,92,563641,6944,5717,89,34,22,0
2020-05-01,6957,94,588868,6957,5747,83,29,21,0
2020-05-02,6972,94,611583,6972,5796,79,28,21,0
2020-05-03,6990,96,633107,6990,5817,75,28,20,0
2020-05-04,7014,96,650214,7014,5863,70,28,20,0
2020-05-05,7040,98,664756,7040,5890,66,27,20,0
2020-05-06,7064,98,688656,7064,5979,62,27,18,0
2020-05-07,7086,98,722549,7086,6038,58,23,17,0
2020-05-08,7104,98,757250,7104,6084,56,21,16,0
2020-05-09,7118,98,795456,7118,6137,51,19,15,0
2020-05-10,7130,98,827872,7130,6166,43,18,15,0
2020-05-11,7137,98,855119,7137,6182,49,16,14,0
2020-05-12,7157,98,877927,7157,6233,47,16,15,0
2020-05-13,7168,99,909025,7168,6274,50,17,14,0
2020-05-14,7183,99,943299,7183,6299,51,18,13,0
2020-05-15,7214,99,983816,7214,6336,47,18,13,0
2020-05-16,7231,99,1015652,7231,6366,49,16,12,0
2020-05-17,7239,99,1042126,7239,6369,50,16,12,0
2020-05-18,7248,100,1062034,7248,6396,45,12,7,0
2020-05-19,7256,100,1085870,7256,6415,47,11,7,0
2020-05-20,7267,101,1111567,7267,6445,44,9,7,0
2020-05-21,7269,101,1137684,7269,6472,41,9,7,0
2020-05-22,7283,102,1170682,7283,6480,40,7,6,0
2020-05-23,7296,103,1192262,7296,6492,36,5,5,0
2020-05-24,7299,103,1224795,7299,6507,33,5,5,0
2020-05-25,7303,103,1244203,7303,6530,31,5,5,0
2020-05-26,7318,103,1288223,7318,6551,30,5,5,0
2020-05-27,7324,103,1338321,7324,6558,30,6,3,0
2020-05-28,7342,103,1367444,7342,6580,29,5,3,0
2020-05-29,7358,103,1397622,7358,6580,23,4,3,0
2020-05-30,7369,103,1428538,7369,6613,22,4,3,0
2020-05-31,7379,103,1454568,7379,6611,20,4,1,0
2020-06-01,7387,103,1472220,7387,6615,20,3,1,0
2020-06-02,7404,103,1490387,7404,6620,26,4,2,0
2020-06-03,7412,103,1512700,7412,6635,25,5,2,0
2020-06-04,7423,103,1546329,7423,6660,23,4,2,0
2020-06-05,7434,103,1579192,7434,6676,21,3,2,0
2020-06-06,7436,103,1590588,7436,6684,21,4,2,0
2020-06-07,7440,103,1617462,7440,6693,18,3,2,0
2020-06-08,7446,103,1633515,7446,6700,19,3,2,0
2020-06-09,7448,103,1650684,7448,6714,19,2,2,0
2020-06-10,7455,103,1679954,7455,6736,20,3,2,0
2020-06-11,7464,103,1711223,7464,6751,18,2,2,0
2020-06-12,7468,103,1745550,7468,6773,18,2,2,0
2020-06-13,7481,103,1782651,7481,6802,16,2,1,0
2020-06-14,7499,103,1812353,7499,6828,16,3,1,0
2020-06-15,7514,103,1828149,7514,6841,17,4,1,0
2020-06-16,7526,103,1848347,7526,6846,17,3,2,0
2020-06-17,7549,103,1881519,7549,6860,16,3,3,0
2020-06-18,7570,103,1927497,7570,6860,14,3,2,0
2020-06-19,7588,103,1970205,7588,6870,15,2,2,0
2020-06-20,7614,103,2005378,7614,6877,17,3,0,0
2020-06-21,7639,103,2041324,7639,6885,14,2,0,0
2020-06-22,7652,103,2107849,7652,6892,16,2,0,0
2020-06-23,7670,103,2132821,7670,6904,19,3,0,0
2020-06-24,7699,104,2180424,7699,6913,16,2,0,0
2020-06-25,7735,105,2232341,7735,6930,16,2,0,0
2020-06-26,7772,105,2281839,7772,6946,12,1,0,0
2020-06-27,7818,105,2336061,7818,6967,12,1,0,0
2020-06-28,7863,105,2379175,7863,6981,11,1,0,0
2020-06-29,7944,105,2415695,7944,6996,15,1,0,0
2020-06-30,8011,105,2455982,8011,7023,14,1,0,0
2020-07-01,8097,105,2505923,8097,7051,18,3,0,0
2020-07-02,8178,105,2563782,8178,7078,24,5,0,0
2020-07-03,8243,105,2617860,8243,7116,27,7,0,0
2020-07-04,8349,105,2668036,8349,7153,29,4,0,0
2020-07-05,8436,105,2713435,8436,7197,30,4,0,0
2020-07-06,8573,107,2759165,8573,7218,34,6,0,0
2020-07-07,8742,107,2801107,8742,7253,39,10,0,0
2020-07-08,8872,107,2856406,8872,7284,46,8,0,0
2020-07-09,9045,107,2910831,9045,7372,45,10,0,0
2020-07-10,9345,107,2970268,9345,7432,54,13,0,0
2020-07-11,9537,108,3021493,9537,7519,55,16,0,0
2020-07-12,9781,109,3075488,9781,7523,67,17,0,0
2020-07-13,9964,109,3117788,9964,7564,92,18,0,0
2020-07-14,10235,111,3162237,10235,7630,90,27,0,0
2020-07-15,10479,112,3222141,10479,7723,111,28,0,0
2020-07-16,10794,114,3287716,10794,7831,114,30,0,0
2020-07-17,11219,117,3350464,11219,7912,127,32,22,0
2020-07-18,11423,120,3413831,11423,7955,115,26,18,0
2020-07-19,11784,123,3476463,11784,8066,135,29,18,0
2020-07-20,12052,124,3534425,12052,8188,156,33,17,0
2020-07-21,12410,127,3590735,12410,8336,182,38,23,0
2020-07-22,12878,129,3650529,12878,8445,215,42,25,0
2020-07-23,13285,134,3719837,13285,8564,211,41,25,0
2020-07-24,13574,141,3795421,13574,8718,217,44,1,0
2020-07-25,13927,146,3859505,13927,8804,239,46,1,0
2020-07-26,14380,156,3935124,14380,8957,241,46,22,0
2020-07-27,14912,162,3987090,14912,9098,259,49,24,0
2020-07-28,15281,168,4032061,15281,9218,275,47,24,0
2020-07-29,15560,177,4098249,15560,9407,323,46,1,0
2020-07-30,16277,190,4163102,16277,9541,330,40,1,0
2020-07-31,16880,198,4238305,16880,9765,367,44,27,0
2020-08-01,17254,202,4307224,17254,9982,401,50,28,0
2020-08-02,17895,209,4364382,17895,10206,408,46,30,0
2020-08-03,18290,222,4429911,18290,10403,439,43,31,0
2020-08-04,18702,233,4481617,18702,10577,483,44,5,0
2020-08-05,19416,248,4552081,19416,10721,566,51,36,0
2020-08-06,19863,256,4632089,19863,10926,600,52,34,0
2020-08-07,20273,267,4724026,20273,11128,632,51,33,0
2020-08-08,20698,279,4764223,20698,11367,659,53,35,0
2020-08-09,21084,296,4857414,21084,11680,659,51,32,0
2020-08-10,21397,315,4918546,21397,11949,664,55,37,0
2020-08-11,21714,334,4980172,21714,12200,673,59,33,0
2020-08-12,22127,355,5041344,22127,12587,686,51,32,0
2020-08-13,22358,364,5109785,22358,12809,686,44,31,0
2020-08-14,22742,378,5180414,22742,13158,679,47,31,0
2020-08-15,23035,382,5243784,23035,13442,683,48,33,0
2020-08-16,23288,399,5297558,23288,13893,680,47,34,0
2020-08-17,23559,424,5336097,23559,14346,674,51,37,0
2020-08-18,23773,441,5380613,23773,14736,682,52,37,0
2020-08-19,23993,454,5440495,23993,15054,694,53,34,0
2020-08-20,24236,467,5508831,24236,17661,644,51,33,0
2020-08-21,24407,476,5579980,24407,18268,647,47,31,0
2020-08-22,24602,489,5647677,24602,18567,631,43,27,0
2020-08-23,24812,506,5706587,24812,19041,604,39,26,0
2020-08-24,24916,521,5758034,24916,19411,659,38,22,0
2020-08-25,25053,529,5814709,25053,19622,644,42,23,0
2020-08-26,25205,553,5886412,25205,19908,603,46,20,0
2020-08-27,25322,575,5972680,25322,20174,558,35,15,0
2020-08-28,25448,586,6052236,25448,20441,543,35,21,0
2020-08-29,25547,604,6119791,25547,20664,510,32,21,0
2020-08-30,25670,615,6168229,25670,20924,501,31,15,0
2020-08-31,25746,656,6214453,25746,21158,481,27,17,0
2020-09-01,25819,661,6255832,25819,21311,450,26,10,0
2020-09-02,25923,667,6319795,25923,21498,433,23,16,0
2020-09-03,26049,682,6455989,26049,21720,391,26,18,0
2020-09-04,26136,741,6526950,26136,21978,357,27,17,0
2020-09-05,26207,752,6590788,26207,22138,326,27,19,0
2020-09-06,26279,757,6657348,26279,22275,310,26,20,0
2020-09-07,26322,766,6693434,26322,22411,294,32,21,0
2020-09-08,26374,774,6730397,26374,22532,263,29,16,0
2020-09-09,26465,785,6789333,26465,22671,221,26,15,0
2020-09-10,26513,792,6849431,26513,22844,195,23,15,0
2020-09-11,26565,801,6928153,26565,23025,163,18,12,0
2020-09-12,26606,807,6976155,26606,23137,151,15,10,0
2020-09-13,26650,813,7016090,26650,23270,137,17,7,0
2020-09-14,26691,820,7047036,26691,23386,141,18,10,0
2020-09-15,26737,820,7076652,26737,23460,139,17,10,0
2020-09-16,26779,828,7124384,26779,23534,126,16,9,0
2020-09-17,26813,836,7178741,26813,23600,117,16,9,0
2020-09-18,26861,841,7224163,26861,23663,108,15,9,0
2020-09-19,26885,847,7263213,26885,23770,106,12,7,0
2020-09-20,26898,853,7296252,26898,23870,109,10,6,0
2020-09-21,26912,855,7319688,26912,23965,107,8,4,0
2020-09-22,26942,858,7351283,26942,24026,100,11,6,0
2020-09-23,26974,863,7393693,26974,24111,89,11,7,0
2020-09-24,26983,865,7441327,26983,24137,81,11,7,0
2020-09-25,27000,873,7479815,27000,24209,71,11,7,0
2020-09-26,27016,874,7517520,27016,24257,68,12,5,0
2020-09-27,27040,876,7546223,27040,24317,66,12,5,0
2020-09-28,27044,879,7563322,27044,24360,62,11,4,0
2020-09-29,27063,886,7589332,27063,24396,60,8,4,0
2020-09-30,27078,890,7637403,27078,24427,55,9,3,0
2020-10-01,27096,892,7679651,27096,24457,50,9,3,0
2020-10-02,27113,894,7716580,27113,24497,51,6,3,0
2020-10-03,27121,897,7746733,27121,24522,49,6,3,0
2020-10-04,27136,898,7772921,27136,24538,46,6,1,0
2020-10-05,27149,898,7795523,27149,24564,46,6,2,0
2020-10-06,27174,899,7819472,27174,24588,37,5,2,0
2020-10-07,27182,901,7852692,27182,24607,32,6,0,0
2020-10-08,27206,901,7895078,27206,24620,31,3,0,0
2020-10-09,27229,901,7936192,27229,24641,28,4,0,0
2020-10-10,27244,901,7976790,27244,24656,31,4,0,0
2020-10-11,27264,902,8008111,27264,24668,31,2,0,0
2020-10-12,27286,902,8035558,27286,24683,32,1,0,0
2020-10-13,27316,903,8062988,27316,24703,32,1,0,0
2020-10-14,27341,908,8109603,27341,24709,28,1,0,0
2020-10-15,27362,908,8153116,27362,24722,26,1,0,0
2020-10-16,27371,908,8196994,27371,24749,20,1,0,0
2020-10-17,27383,908,8239368,27383,24758,18,1,0,0
2020-10-18,27391,908,8276036,27391,24768,16,1,0,0
2020-10-19,27399,909,8303374,27399,24772,17,1,0,0
2020-10-20,27430,909,8332247,27430,24786,17,1,0,0
2020-10-21,27444,909,8378006,27444,24808,16,1,0,0
2020-10-22,27466,909,8423824,27466,24820,16,1,0,0
2020-10-23,27484,909,8467326,27484,24828,20,0,0,0
2020-10-24,27499,909,8505211,27499,24838,19,0,0,0
2020-10-25,27520,909,8535842,27520,24845,17,0,0,0
2020-10-26,27527,909,8567028,27527,24863,16,0,0,0
2020-10-27,27541,909,8598558,27541,24868,15,1,0,0
2020-10-28,27555,911,8650241,27555,24880,13,1,0,0
2020-10-29,27570,911,8700911,27570,24893,19,1,0,0
2020-10-30,27582,911,8748442,27582,24898,20,1,0,0
2020-10-31,27590,911,8789279,27590,24978,17,1,0,0
2020-11-01,27595,911,8825186,27595,24990,17,1,1,0
2020-11-02,27602,911,8855401,27602,25010,16,1,1,0
2020-11-03,27610,911,8887171,27610,25038,15,1,1,0
2020-11-04,27622,911,8933563,27622,25060,20,1,1,0
2020-11-05,27634,911,8977142,27634,25071,21,1,1,0
2020-11-06,27645,911,9023613,27645,25077,20,1,1,0
2020-11-07,27652,911,9062355,27652,25089,19,1,1,0
2020-11-08,27658,911,9097814,27658,25097,19,1,1,0
2020-11-09,27668,911,9126840,27668,25100,20,1,1,0
2020-11-10,27677,911,9160213,27677,25102,20,1,1,0
2020-11-11,27685,911,9212619,27685,25103,22,0,0,0
2020-11-12,27698,911,9268481,27698,25108,22,0,0,0
2020-11-13,27703,911,9308474,27703,25114,22,0,0,0
2020-11-14,27711,911,9348696,27711,25119,21,0,0,0
2020-11-15,27728,911,9379339,27728,25125,22,0,0,0
2020-11-16,27750,911,9401769,27750,25134,24,0,0,0
2020-11-17,27760,911,9441350,27760,25140,23,0,0,0
2020-11-18,27777,911,9498046,27777,25141,22,0,0,0
2020-11-19,27784,911,9559001,27784,25142,26,0,0,0
2020-11-20,27792,911,9619393,27792,25143,23,0,0,0
2020-11-21,27806,911,9671796,27806,25150,25,0,0,0
2020-11-22,27821,911,9714007,27821,25152,22,0,0,0
2020-11-23,27835,911,9746722,27835,25156,21,0,0,0
2020-11-24,27848,911,9780480,27848,25157,26,0,0,0
2020-11-25,27856,911,9832067,27856,25163,24,0,0,0
2020-11-26,27864,911,9878139,27864,25170,24,0,0,0
2020-11-27,27874,911,9922615,27874,25186,22,0,0,0
2020-11-28,27885,911,9952658,27885,25200,22,0,0,0
2020-11-29,27892,911,9975692,27892,25204,21,0,0,0
2020-11-30,27903,912,10000219,27903,25213,22,0,0,0
2020-12-01,27912,912,10027337,27912,25222,21,0,0,0
2020-12-02,27923,912,10068443,27923,25231,21,0,0,0
2020-12-03,27940,912,10104210,27940,25236,26,0,0,0
2020-12-04,27949,912,10134668,27949,25245,27,0,0,0
2020-12-05,27956,912,10161634,27956,25252,28,0,0,0
2020-12-06,27965,912,10184720,27965,25255,29,0,0,0
2020-12-07,27972,912,10206753,27972,25258,33,0,0,0
2020-12-08,27987,912,10229311,27987,25263,37,0,0,0
2020-12-09,27993,912,10265843,27993,25269,32,0,0,0
2020-12-10,28001,912,10303104,28001,25275,38,0,0,0
2020-12-11,28012,912,10333910,28012,25278,38,0,0,0
2020-12-12,28025,912,10359301,28025,25282,40,0,0,0
2020-12-13,28030,912,10379994,28030,25286,34,0,0,0
2020-12-14,28039,912,10400623,28039,25295,28,1,0,0
2020-12-15,28047,912,10421329,28047,25299,31,1,0,0
2020-12-16,28059,912,10453300,28059,25299,28,1,0,0
2020-12-17,28072,912,10481898,28072,25305,29,1,0,0
2020-12-18,28093,912,10504909,28093,25310,24,0,0,0
2020-12-19,28128,912,10537259,28128,25311,25,0,0,0
2020-12-20,28172,912,10583634,28172,25318,26,0,0,0
2020-12-21,28198,912,10651486,28198,25322,23,0,0,0
2020-12-22,28219,912,10727580,28219,25329,22,0,0,0
2020-12-23,28237,912,10817253,28237,25332,20,0,0,0
2020-12-24,28262,912,10917267,28262,25336,21,0,0,0
2020-12-25,28276,912,11010631,28276,25341,24,0,0,0
2020-12-26,28296,912,11061500,28296,25340,23,0,0,0
2020-12-27,28312,912,11096776,28312,25342,25,0,0,0
2020-12-28,28337,913,11126202,28337,25352,19,0,0,0
2020-12-29,28350,913,11165514,28350,25358,24,0,0,0
2020-12-30,28381,913,11205827,28381,25363,19,0,0,0
2020-12-31,28407,913,11260636,28407,25366,22,0,0,0
2021-01-01,28427,913,11316982,28427,25367,20.44,0,0,0
2021-01-02,28470,913,11377594,28470,25375,25.24,0,0,0
2021-01-03,28483,913,11428730,28483,25382,26.25,0,0,0
2021-01-04,28505,913,11505997,28505,25382,26.15,0,0,0
2021-01-05,28523,913,11590672,28523,25392,32.17,0,0,0
2021-01-06,28536,913,11691946,28536,25392,37.12,0,0,0
2021-01-07,28546,913,11779835,28546,25399,38.14,0,0,0
2021-01-08,28571,913,11852383,28571,25405,41.15,0,0,0
2021-01-09,28582,913,11928140,28582,25406,40.1,0,0,0
2021-01-10,28595,913,12004467,28595,25411,41.09,0,0,0
2021-01-11,28614,913,12079425,28614,25423,45.08,0,1,0
2021-01-12,28634,913,12139602,28634,25429,47.36,0,1,0
2021-01-13,28650,913,12209377,28650,25443,43.62,1,1,0
