"date","state","state_abbrev","confirmed","confirmed_cum","deaths","deaths_cum","tests","tests_cum","positives","positives_cum","recovered","recovered_cum","hosp","hosp_cum","icu","icu_cum","vent","vent_cum","vaccines","vaccines_cum"
2020-02-12,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Queensland","QLD",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"South Australia","SA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"Western Australia","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Queensland","QLD",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"South Australia","SA",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"Western Australia","WA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Queensland","QLD",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"Western Australia","WA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Queensland","QLD",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,"Western Australia","WA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Queensland","QLD",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"Western Australia","WA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Queensland","QLD",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"Western Australia","WA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,"Queensland","QLD",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,"Victoria","VIC",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,"Western Australia","WA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,"Queensland","QLD",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,"Victoria","VIC",3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,"Western Australia","WA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,"Queensland","QLD",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,"Victoria","VIC",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,"Western Australia","WA",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,"New South Wales","NSW",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,"Queensland","QLD",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,"South Australia","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,"Victoria","VIC",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,"Western Australia","WA",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,"Australian Capital Territory","ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,"New South Wales","NSW",1,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2020-03-01,"Northern Territory","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,"Queensland","QLD",0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2020-03-01,"South Australia","SA",0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2020-03-01,"Tasmania","TAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
